Time,Volt
4.82E-04,3.36E-02
4.84E-04,3.36E-02
4.86E-04,3.28E-02
4.88E-04,3.28E-02
4.90E-04,3.44E-02
4.92E-04,3.28E-02
4.94E-04,3.44E-02
4.96E-04,3.36E-02
4.98E-04,3.44E-02
5.00E-04,3.52E-02
5.02E-04,3.36E-02
5.04E-04,3.52E-02
5.06E-04,3.44E-02
5.08E-04,3.44E-02
5.10E-04,3.36E-02
5.12E-04,3.44E-02
5.14E-04,3.36E-02
5.16E-04,3.44E-02
5.18E-04,3.28E-02
5.20E-04,3.28E-02
5.22E-04,3.52E-02
5.24E-04,3.36E-02
5.26E-04,3.44E-02
5.28E-04,3.44E-02
5.30E-04,3.36E-02
5.32E-04,3.44E-02
5.34E-04,3.28E-02
5.36E-04,3.36E-02
5.38E-04,3.44E-02
5.40E-04,3.28E-02
5.42E-04,3.36E-02
5.44E-04,3.28E-02
5.46E-04,3.44E-02
5.48E-04,3.36E-02
5.50E-04,3.20E-02
5.52E-04,3.44E-02
5.54E-04,3.28E-02
5.56E-04,3.44E-02
5.58E-04,3.36E-02
5.60E-04,3.44E-02
5.62E-04,3.28E-02
5.64E-04,3.36E-02
5.66E-04,3.28E-02
5.68E-04,3.44E-02
5.70E-04,3.28E-02
5.72E-04,3.36E-02
5.74E-04,3.20E-02
5.76E-04,3.28E-02
5.78E-04,3.44E-02
5.80E-04,3.44E-02
5.82E-04,3.28E-02
5.84E-04,3.36E-02
5.86E-04,3.44E-02
5.88E-04,3.52E-02
5.90E-04,3.36E-02
5.92E-04,3.44E-02
5.94E-04,3.36E-02
5.96E-04,3.44E-02
5.98E-04,3.28E-02
